Timestamp	Oven1_C	Oven2_C	Oven3_C	Oven4_C
2025-08-24 08:00:00	196.04000987661516	208.16123284518088	212.99707400459258	198.04107238461566
2025-08-24 08:00:01	195.4023391677669	208.70093715332192	212.34514120513407	196.9326048315755
2025-08-24 08:00:02	196.18538892843583	209.02747198727533	213.49273167314576	199.28246425471883
2025-08-24 08:00:03	198.1480588506137	207.35237575741516	215.16755339635785	199.5742424227173
2025-08-24 08:00:04	197.16864905681476	205.6937734427943	215.21190543796678	196.70332396609734
2025-08-24 08:00:05	196.94663854815843	205.44454632587195	215.27899817076178	199.15702120219783
2025-08-24 08:00:06	196.80641525336964	204.96796524616477	215.1359037101967	196.91489871891613
2025-08-24 08:00:07	198.9702147303406	205.255708205856	215.52987640735802	199.06413293463973
2025-08-24 08:00:08	198.61755814957894	204.0791160422718	215.1046077668116	198.31016164538016
2025-08-24 08:00:09	200.17307196471728	206.23858092908588	214.35985996298507	199.16955565188962
2025-08-24 08:00:10	197.92771259637803	204.12188065109257	213.5763647898145	198.7779743424942
2025-08-24 08:00:11	198.08519259655614	206.17391480501658	215.5273689221241	199.6819428890469
2025-08-24 08:00:12	198.27560356070111	206.39552825177057	214.18799391173994	197.36705661620056
2025-08-24 08:00:13	198.20810763162356	205.4739213365501	214.23465124840274	199.4830675888496
2025-08-24 08:00:14	195.8757706601043	206.77423567437862	215.33658055237677	199.5520005268841
2025-08-24 08:00:15	195.89864738430495	204.31561311075495	215.25970608473793	199.7371827278941
2025-08-24 08:00:16	195.62037862445388	205.26487733167235	215.12456766144578	200.89095467151608
2025-08-24 08:00:17	195.5489599354737	205.12561874373355	215.6338358552345	197.5215802881859
2025-08-24 08:00:18	194.5692702610388	203.90807439215953	216.4265043859294	198.48905077558356
2025-08-24 08:00:19	194.31504243930115	203.98011427017934	216.02266249020374	197.0556691984258
2025-08-24 08:00:20	195.9937484250584	205.46710108562624	215.57110677096452	198.28367609559126
2025-08-24 08:00:21	194.25386564257852	203.64561089995132	217.09079748969666	196.70901386956928
2025-08-24 08:00:22	195.29828973905012	203.16498519181815	215.49471016117974	197.10396695221684
2025-08-24 08:00:23	193.85027935063619	204.90434740428782	216.86100043294545	198.53334366761584
2025-08-24 08:00:24	195.1279597932516	205.49228254656714	217.35607582476916	197.11529268064885
2025-08-24 08:00:25	193.11201309861062	204.2874144937818	216.8059576728492	196.89725109108105
2025-08-24 08:00:26	193.28079214441848	204.52827417773872	214.3363984846819	198.3063241168442
2025-08-24 08:00:27	194.35409225253076	205.73799474637696	216.58079852047675	199.30210560880533
2025-08-24 08:00:28	195.03571414300094	204.09077930440714	215.05455152003847	199.5540543241791
2025-08-24 08:00:29	193.65119511259184	204.38531901220668	214.34584031151147	197.56731913712616
2025-08-24 08:00:30	192.9944123654313	206.25759721047095	215.35304673333255	198.24165166281952
2025-08-24 08:00:31	196.15457850760836	206.82386614397348	215.65834488506428	195.85497023798118
2025-08-24 08:00:32	193.55716115043384	206.5555351056688	215.23022623529923	196.7793144821959
2025-08-24 08:00:33	192.39304408722072	205.617003410037	214.64215671290012	196.81875311110193
2025-08-24 08:00:34	195.0784041949251	207.58044287171126	216.2487504320444	197.49355179413567
2025-08-24 08:00:35	193.65982009934098	205.82520838619965	215.35381352588428	197.39508578385005
2025-08-24 08:00:36	193.4488816083948	205.3309549488806	215.87679451181347	197.9600736294368
2025-08-24 08:00:37	193.72988620830716	205.98454258133714	215.727188291427	197.8721975815725
2025-08-24 08:00:38	192.6545844996491	206.97636773816856	215.75765689756508	198.63631879751506
2025-08-24 08:00:39	192.23172246495827	206.33120485840976	216.85628822492905	198.5369886716878
2025-08-24 08:00:40	192.20060829980338	205.94227969763693	215.14055998566135	197.55219286458023
2025-08-24 08:00:41	194.1114545552826	204.8900138897756	217.4501882786568	197.90648744422438
2025-08-24 08:00:42	193.9441092677424	204.28269057064074	213.87342641988684	197.46029517989393
2025-08-24 08:00:43	193.2413316360887	204.81100499690874	214.87041584280618	197.21291496186106
2025-08-24 08:00:44	193.98801139871657	202.49302540616	215.19470409892688	197.92044300962692
2025-08-24 08:00:45	191.31370740678568	203.71364292618028	214.74078133732763	197.90573458423245
2025-08-24 08:00:46	190.7683579701722	204.96317422205783	214.40146117038984	196.7713735058305
2025-08-24 08:00:47	192.16607150416232	203.37052024437983	214.61025829458583	199.2902608987091
2025-08-24 08:00:48	192.96872641374995	205.23005610784253	215.49503000130588	197.59686019285346
2025-08-24 08:00:49	192.2132120110995	205.04659036741685	214.75100043323303	197.17212689776906
2025-08-24 08:00:50	192.10832126925126	206.2512982613587	216.3252057006361	199.78147655917937
2025-08-24 08:00:51	192.4319508677509	207.19965366995345	216.2344773207156	196.86856629787385
2025-08-24 08:00:52	190.82333783510649	204.85700873275124	216.5402839893609	197.7081538655523
2025-08-24 08:00:53	193.43083921190848	205.6766262275732	214.57761019838335	198.75879214263506
2025-08-24 08:00:54	192.9012298574116	206.3405819157803	215.38767232392743	197.14975518884708
2025-08-24 08:00:55	194.47553099049668	205.62335993216126	215.4355852904725	199.5020092482676
2025-08-24 08:00:56	193.39328037428345	206.9690631024815	214.87483504044647	201.0484613381303
2025-08-24 08:00:57	193.34640380538423	206.02993924941867	214.71178513064635	197.95251902140316
2025-08-24 08:00:58	193.68299208410673	205.87959651167492	214.108396871599	197.004380262547
2025-08-24 08:00:59	194.2103874739813	207.40702794138684	216.40384375075644	197.30099002287233
2025-08-24 08:01:00	194.10332340420035	207.29519373108178	214.79122698713445	199.2285354803869
2025-08-24 08:01:01	194.56797533138322	206.5974574194935	216.57150526515653	199.83394864492857
2025-08-24 08:01:02	193.02387706913274	208.38437028026195	214.69519120498208	199.19538464523407
2025-08-24 08:01:03	192.75192630886855	206.05346319620568	215.76000132780092	199.70417920013043
2025-08-24 08:01:04	192.6471039729871	207.50303540634303	216.91234501467864	199.09661451310353
2025-08-24 08:01:05	194.71794027651939	206.90086097803172	215.02963498650413	199.42944011921895
2025-08-24 08:01:06	192.9950522019226	206.79717426586654	216.58206999278391	198.0034685634005
2025-08-24 08:01:07	195.59043055050407	207.80951458582797	215.23511527772894	196.52711503379413
2025-08-24 08:01:08	194.33095062685928	206.3084945780078	217.24990988228583	197.52763020559257
2025-08-24 08:01:09	192.82085431978783	206.26027449435838	216.25771401782472	197.9307853871182
2025-08-24 08:01:10	194.279565039596	205.53506769099272	216.33609130722868	198.9829792468634
2025-08-24 08:01:11	194.54297972707937	204.9310040712433	217.03245907067253	199.25653989467983
2025-08-24 08:01:12	195.70595786066977	205.16033552544857	217.1565662400588	200.05865950346643
2025-08-24 08:01:13	195.41578788354394	204.4909481515412	216.4700995990749	199.86602371216014
2025-08-24 08:01:14	193.95415595428423	206.07232862244138	216.22443167901014	198.59412145131117
2025-08-24 08:01:15	193.26774780681058	207.00681472163316	216.61529289678265	200.57902128700474
2025-08-24 08:01:16	194.43311909485107	206.60671932163078	215.81796336130947	199.84132051160094
2025-08-24 08:01:17	192.63713502618046	206.41327681072903	218.04720975408725	199.5603937920256
2025-08-24 08:01:18	193.3269137633117	205.46913683530147	216.77513379891658	199.90872625503204
2025-08-24 08:01:19	193.96995504421645	205.3602177722602	217.75075650188867	199.86902213021594
2025-08-24 08:01:20	193.84103921068927	206.20546726935612	216.48941356492992	202.58695873987426
2025-08-24 08:01:21	193.75045920225986	205.892948558331	215.21933010191563	199.98920900628687
2025-08-24 08:01:22	193.50064820477587	204.62693692023325	216.0348726608304	200.70026760658484
2025-08-24 08:01:23	193.88320789481392	204.33218814096548	217.3271693674614	200.9546053954807
2025-08-24 08:01:24	193.39662771338473	204.6985578724736	216.81887201029295	199.8973386481381
2025-08-24 08:01:25	192.14356301359035	204.91290288761058	217.31405008755843	200.95610931544067
2025-08-24 08:01:26	194.79880535537342	204.0267879518085	218.57869057418583	199.94188287674456
2025-08-24 08:01:27	194.45958312659042	203.80375005260328	218.53652341372816	199.01767285536786
